Namespace,Pod Name,Container Name,SP HttpGet,SP FailureThreshold,SP InitialDelaySeconds,SP PeriodSeconds,SP SuccessThreshold,SP TimeoutSeconds,LP HttpGet,LP FailureThreshold,LP InitialDelaySeconds,LP PeriodSeconds,LP SuccessThreshold,LP TimeoutSeconds,RP HttpGet,RP FailureThreshold,RP InitialDelaySeconds,RP PeriodSeconds,RP SuccessThreshold,RP TimeoutSeconds
cfapi-demo,bip-vbms-users-api-demo-6cbd8fd66-694ln,bip-vbms-users-api, , , , , , ,/app-health/bip-vbms-users-api/livez,13,90,10,1,5,/app-health/bip-vbms-users-api/readyz,13,60,10,1,5
cfapi-demo,bip-vbms-users-api-demo-6cbd8fd66-694ln,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-demo,bip-vbms-users-api-demo-6cbd8fd66-694ln,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-demo,bip-veteran-api-demo-758c9bb49c-jb8lh,bip-veteran-api, , , , , , ,/actuator/info,3,90,20,1,10,/actuator/health,3,90,20,1,10
cfapi-demo,bip-veteran-summary-panel-api-demo-6467cdcff6-qqxrx,bip-veteran-summary-panel-api, , , , , , ,/app-health/bip-veteran-summary-panel-api/livez,2,3,6,1,1,/app-health/bip-veteran-summary-panel-api/readyz,2,6,6,1,1
cfapi-demo,bip-veteran-summary-panel-api-demo-6467cdcff6-qqxrx,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-demo,bip-veteran-summary-panel-api-demo-6467cdcff6-qqxrx,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-ivv,bip-cfapi-iler-api-ivv-758f5f8d99-ptlrd,bip-cfapi-iler-api, , , , , , ,/actuator/info,6,45,5,1,1,/actuator/health,6,45,5,1,1
cfapi-ivv,bip-cfapi-iler-api-ivv-758f5f8d99-ptlrd,jaeger-agent, , , , , , ,/,5,5,15,1,1,/,3,1,10,1,1
cfapi-ivv,bip-cfapi-ivv-58bc5f6bbb-2wckt,bip-cfapi, , , , , , ,/app-health/bip-cfapi/livez,3,45,5,1,1,/app-health/bip-cfapi/readyz,3,45,5,1,1
cfapi-ivv,bip-cfapi-ivv-58bc5f6bbb-2wckt,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-ivv,bip-cfapi-ivv-58bc5f6bbb-2wckt,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-ivv,bip-cfapi-vha-notification-api-ivv-86998cb5f9-bxkxb,bip-cfapi-vha-notification-api, , , , , , ,/app-health/bip-cfapi-vha-notification-api/livez,6,45,5,1,1,/app-health/bip-cfapi-vha-notification-api/readyz,6,45,5,1,1
cfapi-ivv,bip-cfapi-vha-notification-api-ivv-86998cb5f9-bxkxb,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-ivv,bip-cfapi-vha-notification-api-ivv-86998cb5f9-bxkxb,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-ivv,bip-claim-automation-processor-ivv-86b5fc5656-s72xq,bip-claim-automation-processor, , , , , , ,/app-health/bip-claim-automation-processor/livez,3,90,20,1,10,/app-health/bip-claim-automation-processor/readyz,3,90,20,1,10
cfapi-ivv,bip-claim-automation-processor-ivv-86b5fc5656-s72xq,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-ivv,bip-claim-automation-processor-ivv-86b5fc5656-s72xq,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-ivv,bip-evidence-api-ivv-665c8b888b-c4kv4,bip-evidence-api, , , , , , ,/app-health/bip-evidence-api/livez,6,120,5,1,1,/app-health/bip-evidence-api/readyz,6,120,5,1,1
cfapi-ivv,bip-evidence-api-ivv-665c8b888b-c4kv4,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-ivv,bip-evidence-api-ivv-665c8b888b-c4kv4,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-ivv,bip-notes-api-ivv-78bcbddb78-w85bj,bip-notes-api, , , , , , ,/app-health/bip-notes-api/livez,10,90,10,1,1,/app-health/bip-notes-api/readyz,10,90,10,1,1
cfapi-ivv,bip-notes-api-ivv-78bcbddb78-w85bj,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-ivv,bip-notes-api-ivv-78bcbddb78-w85bj,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-ivv,bip-participant-api-ivv-6dbf65fdd4-49b8m,bip-participant-api, , , , , , ,/app-health/bip-participant-api/livez,6,45,5,1,1,/app-health/bip-participant-api/readyz,6,45,5,1,1
cfapi-ivv,bip-participant-api-ivv-6dbf65fdd4-49b8m,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-ivv,bip-participant-api-ivv-6dbf65fdd4-49b8m,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-ivv,bip-poa-api-ivv-9f584ffbc-jkg8q,bip-poa-api, , , , , , ,/app-health/bip-poa-api/livez,6,45,5,1,1,/app-health/bip-poa-api/readyz,6,45,5,1,1
cfapi-ivv,bip-poa-api-ivv-9f584ffbc-jkg8q,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-ivv,bip-poa-api-ivv-9f584ffbc-jkg8q,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-ivv,bip-str-assist-api-ivv-5c6576ffcc-t7gjr,bip-str-assist-api, , , , , , ,/actuator/info,20,180,20,1,1,/actuator/health,20,180,20,1,1
cfapi-ivv,bip-str-assist-api-ivv-5c6576ffcc-vf6jm,bip-str-assist-api, , , , , , ,/actuator/info,20,180,20,1,1,/actuator/health,20,180,20,1,1
cfapi-ivv,bip-trackeditem-api-ivv-677b6b4b6f-nnkfh,bip-trackeditem-api, , , , , , ,/app-health/bip-trackeditem-api/livez,6,45,5,1,1,/app-health/bip-trackeditem-api/readyz,6,45,5,1,1
cfapi-ivv,bip-trackeditem-api-ivv-677b6b4b6f-nnkfh,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-ivv,bip-trackeditem-api-ivv-677b6b4b6f-nnkfh,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-ivv,bip-vbms-attribute-guide-ivv-0,bip-vbms-attribute-guide, , , , , , ,/app-health/bip-vbms-attribute-guide/livez,2,3,6,1,1,/app-health/bip-vbms-attribute-guide/readyz,2,6,6,1,1
cfapi-ivv,bip-vbms-attribute-guide-ivv-0,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-ivv,bip-vbms-users-api-ivv-c78bc54b4-gdlll,bip-vbms-users-api, , , , , , ,/app-health/bip-vbms-users-api/livez,13,90,10,1,5,/app-health/bip-vbms-users-api/readyz,13,60,10,1,5
cfapi-ivv,bip-vbms-users-api-ivv-c78bc54b4-gdlll,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-ivv,bip-vbms-users-api-ivv-c78bc54b4-gdlll,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-ivv,bip-veteran-api-ivv-5555ff5764-jw4mz,bip-veteran-api, , , , , , ,/app-health/bip-veteran-api/livez,3,90,20,1,10,/app-health/bip-veteran-api/readyz,3,90,20,1,10
cfapi-ivv,bip-veteran-api-ivv-5555ff5764-jw4mz,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-ivv,bip-veteran-api-ivv-5555ff5764-jw4mz,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-ivv,bip-veteran-api-ivv-5555ff5764-r4sfb,bip-veteran-api, , , , , , ,/app-health/bip-veteran-api/livez,3,90,20,1,10,/app-health/bip-veteran-api/readyz,3,90,20,1,10
cfapi-ivv,bip-veteran-api-ivv-5555ff5764-r4sfb,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-ivv,bip-veteran-api-ivv-5555ff5764-r4sfb,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-ivv,bip-veteran-summary-panel-api-ivv-9675d8cc7-2nsxt,bip-veteran-summary-panel-api, , , , , , ,/app-health/bip-veteran-summary-panel-api/livez,2,3,6,1,1,/app-health/bip-veteran-summary-panel-api/readyz,2,6,6,1,1
cfapi-ivv,bip-veteran-summary-panel-api-ivv-9675d8cc7-2nsxt,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-ivv,bip-veteran-summary-panel-api-ivv-9675d8cc7-2nsxt,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-ivv,stage-cfapi-jenkins-5756656484-vt7ln,stage-cfapi-jenkins, , , , , , ,/login,10,90,10,1,5,/login,3,60,10,1,5
cfapi-ivv,tiller-deploy-d877cc5cc-dl8p2,tiller, , , , , , ,/liveness,3,1,10,1,1,/readiness,3,1,10,1,1
cfapi-pat,bip-cfapi-iler-api-pat-69f7444687-kdckh,bip-cfapi-iler-api, , , , , , ,/actuator/info,6,45,5,1,1,/actuator/health,6,45,5,1,1
cfapi-pat,bip-cfapi-iler-api-pat-69f7444687-kdckh,jaeger-agent, , , , , , ,/,5,5,15,1,1,/,3,1,10,1,1
cfapi-pat,bip-cfapi-pat-876cd89c9-rpwmr,bip-cfapi, , , , , , ,/app-health/bip-cfapi/livez,3,45,5,1,1,/app-health/bip-cfapi/readyz,3,45,5,1,1
cfapi-pat,bip-cfapi-pat-876cd89c9-rpwmr,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-pat,bip-cfapi-pat-876cd89c9-rpwmr,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-pat,bip-cfapi-vha-notification-api-pat-6695dcc6df-6282t,bip-cfapi-vha-notification-api, , , , , , ,/app-health/bip-cfapi-vha-notification-api/livez,6,45,5,1,1,/app-health/bip-cfapi-vha-notification-api/readyz,6,45,5,1,1
cfapi-pat,bip-cfapi-vha-notification-api-pat-6695dcc6df-6282t,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-pat,bip-cfapi-vha-notification-api-pat-6695dcc6df-6282t,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-pat,bip-claim-automation-processor-pat-66d64b7695-ns7cs,bip-claim-automation-processor, , , , , , ,/app-health/bip-claim-automation-processor/livez,3,90,20,1,10,/app-health/bip-claim-automation-processor/readyz,3,90,20,1,10
cfapi-pat,bip-claim-automation-processor-pat-66d64b7695-ns7cs,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-pat,bip-claim-automation-processor-pat-66d64b7695-ns7cs,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-pat,bip-evidence-api-pat-5497d8d8c7-jd7g8,bip-evidence-api, , , , , , ,/app-health/bip-evidence-api/livez,6,120,5,1,1,/app-health/bip-evidence-api/readyz,6,120,5,1,1
cfapi-pat,bip-evidence-api-pat-5497d8d8c7-jd7g8,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-pat,bip-evidence-api-pat-5497d8d8c7-jd7g8,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-pat,bip-notes-api-pat-f4f496b69-p8k45,bip-notes-api, , , , , , ,/app-health/bip-notes-api/livez,10,90,10,1,1,/app-health/bip-notes-api/readyz,10,90,10,1,1
cfapi-pat,bip-notes-api-pat-f4f496b69-p8k45,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-pat,bip-notes-api-pat-f4f496b69-p8k45,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-pat,bip-participant-api-pat-8459bdd569-v8h8x,bip-participant-api, , , , , , ,/app-health/bip-participant-api/livez,6,45,5,1,1,/app-health/bip-participant-api/readyz,6,45,5,1,1
cfapi-pat,bip-participant-api-pat-8459bdd569-v8h8x,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-pat,bip-participant-api-pat-8459bdd569-v8h8x,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-pat,bip-poa-api-pat-76f47cb4c8-28b5s,bip-poa-api, , , , , , ,/app-health/bip-poa-api/livez,6,45,5,1,1,/app-health/bip-poa-api/readyz,6,45,5,1,1
cfapi-pat,bip-poa-api-pat-76f47cb4c8-28b5s,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-pat,bip-poa-api-pat-76f47cb4c8-28b5s,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-pat,bip-sdg-api-pat-84496b75bc-fr55l,bip-sdg-api, , , , , , ,/app-health/bip-sdg-api/livez,6,90,5,1,1,/app-health/bip-sdg-api/readyz,6,90,5,1,1
cfapi-pat,bip-sdg-api-pat-84496b75bc-fr55l,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-pat,bip-sdg-api-pat-84496b75bc-fr55l,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-pat,bip-sdg-api-pat-84496b75bc-j8wg8,bip-sdg-api, , , , , , ,/app-health/bip-sdg-api/livez,6,90,5,1,1,/app-health/bip-sdg-api/readyz,6,90,5,1,1
cfapi-pat,bip-sdg-api-pat-84496b75bc-j8wg8,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-pat,bip-sdg-api-pat-84496b75bc-j8wg8,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-pat,bip-sdg-api-pat-84496b75bc-w9gn8,bip-sdg-api, , , , , , ,/app-health/bip-sdg-api/livez,6,90,5,1,1,/app-health/bip-sdg-api/readyz,6,90,5,1,1
cfapi-pat,bip-sdg-api-pat-84496b75bc-w9gn8,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-pat,bip-sdg-api-pat-84496b75bc-w9gn8,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-pat,bip-trackeditem-api-pat-6b878868cb-xc748,bip-trackeditem-api, , , , , , ,/app-health/bip-trackeditem-api/livez,6,45,5,1,1,/app-health/bip-trackeditem-api/readyz,6,45,5,1,1
cfapi-pat,bip-trackeditem-api-pat-6b878868cb-xc748,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-pat,bip-trackeditem-api-pat-6b878868cb-xc748,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-pat,bip-vbms-attribute-guide-pat-0,bip-vbms-attribute-guide, , , , , , ,/app-health/bip-vbms-attribute-guide/livez,2,3,6,1,1,/app-health/bip-vbms-attribute-guide/readyz,2,6,6,1,1
cfapi-pat,bip-vbms-attribute-guide-pat-0,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-pat,bip-vbms-users-api-pat-568bc45dfd-xzvq7,bip-vbms-users-api, , , , , , ,/app-health/bip-vbms-users-api/livez,13,90,10,1,5,/app-health/bip-vbms-users-api/readyz,13,60,10,1,5
cfapi-pat,bip-vbms-users-api-pat-568bc45dfd-xzvq7,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-pat,bip-vbms-users-api-pat-568bc45dfd-xzvq7,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-pat,bip-veteran-api-pat-55498f4b78-jhw4c,bip-veteran-api, , , , , , ,/app-health/bip-veteran-api/livez,3,90,20,1,10,/app-health/bip-veteran-api/readyz,3,90,20,1,10
cfapi-pat,bip-veteran-api-pat-55498f4b78-jhw4c,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-pat,bip-veteran-api-pat-55498f4b78-jhw4c,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-pat,bip-veteran-summary-panel-api-pat-6d5c75596-zmqr9,bip-veteran-summary-panel-api, , , , , , ,/app-health/bip-veteran-summary-panel-api/livez,2,3,6,1,1,/app-health/bip-veteran-summary-panel-api/readyz,2,6,6,1,1
cfapi-pat,bip-veteran-summary-panel-api-pat-6d5c75596-zmqr9,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-pat,bip-veteran-summary-panel-api-pat-6d5c75596-zmqr9,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-pdt,bip-cfapi-pdt-7d8f54d554-49wgx,bip-cfapi, , , , , , ,/app-health/bip-cfapi/livez,3,45,5,1,1,/app-health/bip-cfapi/readyz,3,45,5,1,1
cfapi-pdt,bip-cfapi-pdt-7d8f54d554-49wgx,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-pdt,bip-cfapi-pdt-7d8f54d554-49wgx,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-pdt,bip-cfapi-vha-notification-api-pdt-56497f89d6-r69tf,bip-cfapi-vha-notification-api, , , , , , ,/app-health/bip-cfapi-vha-notification-api/livez,6,45,5,1,1,/app-health/bip-cfapi-vha-notification-api/readyz,6,45,5,1,1
cfapi-pdt,bip-cfapi-vha-notification-api-pdt-56497f89d6-r69tf,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-pdt,bip-cfapi-vha-notification-api-pdt-56497f89d6-r69tf,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-pdt,bip-cfapi-vha-notification-api-pdt-9b4c46dd8-q2gdp,bip-cfapi-vha-notification-api, , , , , , ,/app-health/bip-cfapi-vha-notification-api/livez,6,45,5,1,1,/app-health/bip-cfapi-vha-notification-api/readyz,6,45,5,1,1
cfapi-pdt,bip-cfapi-vha-notification-api-pdt-9b4c46dd8-q2gdp,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-pdt,bip-cfapi-vha-notification-api-pdt-9b4c46dd8-q2gdp,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-pdt,bip-claim-automation-processor-pdt-5dc885bd4f-n6kqn,bip-claim-automation-processor, , , , , , ,/app-health/bip-claim-automation-processor/livez,3,90,20,1,10,/app-health/bip-claim-automation-processor/readyz,3,90,20,1,10
cfapi-pdt,bip-claim-automation-processor-pdt-5dc885bd4f-n6kqn,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-pdt,bip-claim-automation-processor-pdt-5dc885bd4f-n6kqn,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-pdt,bip-evidence-api-pdt-7d5b965c9c-smzs2,bip-evidence-api, , , , , , ,/app-health/bip-evidence-api/livez,6,120,5,1,1,/app-health/bip-evidence-api/readyz,6,120,5,1,1
cfapi-pdt,bip-evidence-api-pdt-7d5b965c9c-smzs2,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-pdt,bip-evidence-api-pdt-7d5b965c9c-smzs2,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-pdt,bip-participant-api-pdt-75d7c8cffc-2cgvc,bip-participant-api, , , , , , ,/app-health/bip-participant-api/livez,6,45,5,1,1,/app-health/bip-participant-api/readyz,6,45,5,1,1
cfapi-pdt,bip-participant-api-pdt-75d7c8cffc-2cgvc,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-pdt,bip-participant-api-pdt-75d7c8cffc-2cgvc,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-pdt,bip-poa-api-pdt-7447974858-pnr7l,bip-poa-api, , , , , , ,/app-health/bip-poa-api/livez,6,45,5,1,1,/app-health/bip-poa-api/readyz,6,45,5,1,1
cfapi-pdt,bip-poa-api-pdt-7447974858-pnr7l,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-pdt,bip-poa-api-pdt-7447974858-pnr7l,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-pdt,bip-trackeditem-api-pdt-69986df85c-tnw4z,bip-trackeditem-api, , , , , , ,/app-health/bip-trackeditem-api/livez,6,45,5,1,1,/app-health/bip-trackeditem-api/readyz,6,45,5,1,1
cfapi-pdt,bip-trackeditem-api-pdt-69986df85c-tnw4z,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-pdt,bip-trackeditem-api-pdt-69986df85c-tnw4z,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-pdt,bip-vbms-attribute-guide-pdt-0,bip-vbms-attribute-guide, , , , , , ,/app-health/bip-vbms-attribute-guide/livez,2,3,6,1,1,/app-health/bip-vbms-attribute-guide/readyz,2,6,6,1,1
cfapi-pdt,bip-vbms-attribute-guide-pdt-0,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-pdt,bip-vbms-users-api-pdt-5d57677c49-npjd5,bip-vbms-users-api, , , , , , ,/app-health/bip-vbms-users-api/livez,13,90,10,1,5,/app-health/bip-vbms-users-api/readyz,13,60,10,1,5
cfapi-pdt,bip-vbms-users-api-pdt-5d57677c49-npjd5,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-pdt,bip-vbms-users-api-pdt-5d57677c49-npjd5,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-pdt,bip-veteran-api-pdt-fc5649bd-whhrm,bip-veteran-api, , , , , , ,/app-health/bip-veteran-api/livez,3,90,20,1,10,/app-health/bip-veteran-api/readyz,3,90,20,1,10
cfapi-pdt,bip-veteran-api-pdt-fc5649bd-whhrm,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-pdt,bip-veteran-api-pdt-fc5649bd-whhrm,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-pdt,bip-veteran-summary-panel-api-pdt-d4d9b76c4-mv277,bip-veteran-summary-panel-api, , , , , , ,/app-health/bip-veteran-summary-panel-api/livez,2,3,6,1,1,/app-health/bip-veteran-summary-panel-api/readyz,2,6,6,1,1
cfapi-pdt,bip-veteran-summary-panel-api-pdt-d4d9b76c4-mv277,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-pdt,bip-veteran-summary-panel-api-pdt-d4d9b76c4-mv277,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-uat,bip-cfapi-iler-api-uat-5f6c986869-2czrx,bip-cfapi-iler-api, , , , , , ,/actuator/info,6,45,5,1,1,/actuator/health,6,45,5,1,1
cfapi-uat,bip-cfapi-iler-api-uat-5f6c986869-2czrx,jaeger-agent, , , , , , ,/,5,5,15,1,1,/,3,1,10,1,1
cfapi-uat,bip-cfapi-uat-bcf9c68fc-r8cd7,bip-cfapi, , , , , , ,/app-health/bip-cfapi/livez,3,45,5,1,1,/app-health/bip-cfapi/readyz,3,45,5,1,1
cfapi-uat,bip-cfapi-uat-bcf9c68fc-r8cd7,jaeger-agent, , , , , , ,/app-health/jaeger-agent/livez,5,5,15,1,1,/app-health/jaeger-agent/readyz,3,1,10,1,1
cfapi-uat,bip-cfapi-uat-bcf9c68fc-r8cd7,istio-proxy,/healthz/ready,600, ,1,1,3, , , , , , ,/healthz/ready,4, ,15,1,3
cfapi-uat,bip-cfapi-vha-notification-api-uat-75447458f5-hh4p2,bip-cfapi-vha-notification-api, , , , , , ,/app-health/bip-cfapi-vha-notification-api/livez,6,45,5,1,1,/app-health/bip-cfapi-vha-notification-api/readyz,6,45,5,1,1
